Date,Category,Likes,Shares,Reposts,Comments
2015-07-05,Health,1485,80,180,4221
2015-07-05,Food,2203,268,27,2946
2015-07-05,Food,8264,840,134,6383
2015-07-05,Family,1888,612,55,599
2015-07-05,Health,262,642,188,2932
2015-07-05,Culture,8592,640,50,838
2015-07-05,Fashion,8704,263,20,4407
2015-07-06,Music,8429,544,198,4272
2015-07-06,Family,1836,498,77,9581
2015-07-06,Fitness,2445,955,126,4403
2015-07-06,Fitness,6722,786,197,1872
2015-07-06,Culture,8216,751,118,4933
2015-07-06,Food,3915,444,103,7506
2015-07-06,Fitness,475,611,65,1516
2015-07-06,Family,7286,101,166,910
2015-07-06,Fashion,2355,215,89,5414
2015-07-06,Family,4761,194,65,1392
2015-07-06,Culture,6061,165,179,6137
2015-07-06,Food,7421,335,50,6638
2015-07-06,Culture,2978,322,122,606
2015-07-06,Music,9548,13,181,765
2015-07-06,Family,4330,932,193,274
2015-07-06,Food,1854,147,55,7706
2015-07-06,Music,7690,775,36,208
2015-07-06,Music,3007,336,145,899
2015-07-06,Travel,2356,344,18,7945
2015-07-06,Fashion,8597,582,105,6643
2015-07-06,Culture,5813,897,69,8537
2015-07-06,Travel,3743,86,76,2658
2015-07-06,Health,4341,713,5,3249
2015-07-06,Health,2543,605,5,7025
2015-07-06,Food,4285,744,147,9132
2015-07-06,Fashion,6708,638,81,3383
2015-07-06,Fitness,2398,861,60,2204
2015-07-07,Food,8913,246,182,4867
2015-07-07,Travel,660,385,115,9906
2015-07-07,Travel,3645,138,66,3003
2015-07-07,Food,6220,840,94,1591
2015-07-07,Music,8362,648,183,2574
2015-07-07,Culture,5466,687,48,7137
2015-07-07,Fashion,6485,465,172,1544
2015-07-07,Travel,7846,200,134,8047
2015-07-07,Fitness,767,232,148,9043
2015-07-07,Health,959,631,162,526
2015-07-07,Fashion,850,353,89,3494
2015-07-07,Health,9938,878,40,3865
2015-07-07,Music,6892,785,182,5070
2015-07-07,Music,4321,848,145,2649
2015-07-07,Fitness,1196,476,26,6840
2015-07-07,Health,8639,109,29,6098
2015-07-07,Health,7522,66,166,2283
2015-07-07,Culture,7246,867,160,9098
2015-07-07,Travel,695,922,8,5026
2015-07-07,Culture,4409,152,197,2807
2015-07-07,Music,4343,417,39,8040
2015-07-07,Fitness,5163,41,108,9520
2015-07-07,Family,462,152,178,4164
2015-07-07,Family,3868,700,5,6654
2015-07-07,Fashion,5460,147,71,9654
2015-07-07,Travel,8503,642,13,5354
2015-07-07,Family,3361,599,38,6429
2015-07-07,Music,6535,488,67,9581
2015-07-08,Health,4398,468,43,3618
2015-07-08,Fitness,1007,220,138,1502
2015-07-08,Health,6745,295,40,7060
2015-07-08,Family,8254,93,160,3317
2015-07-08,Fitness,1171,181,8,8186
2015-07-08,Fitness,3924,812,156,9926
2015-07-08,Fitness,2121,94,102,1866
2015-07-08,Travel,7210,226,133,8507
2015-07-08,Music,6068,190,152,1389
2015-07-08,Family,8865,567,11,6796
2015-07-08,Family,4836,34,185,3075
2015-07-08,Family,4443,886,112,6520
2015-07-08,Fitness,901,392,85,7631
2015-07-08,Travel,1887,310,107,4029
2015-07-08,Fitness,2872,651,146,6516
2015-07-08,Family,8321,882,110,608
2015-07-08,Health,3085,556,189,2912
2015-07-08,Fashion,8130,554,185,3807
2015-07-08,Travel,6230,329,70,2202
2015-07-08,Fashion,3990,749,56,382
2015-07-08,Food,5234,721,126,3169
2015-07-08,Music,1187,377,116,7896
2015-07-08,Music,9083,328,193,6352
2015-07-08,Fitness,1816,320,170,866
2015-07-08,Family,3453,864,182,6030
2015-07-08,Music,5585,23,74,7623
2015-07-08,Culture,9915,987,118,9539
2015-07-09,Culture,7638,741,61,8388
2015-07-09,Music,9854,21,122,3891
2015-07-09,Travel,6198,407,60,5478
2015-07-09,Music,3860,135,45,1122
2015-07-09,Fitness,3762,801,102,3739
2015-07-09,Fitness,5337,550,185,2616
2015-07-09,Music,1027,48,29,8243
2015-07-09,Travel,8074,31,142,9899
2015-07-09,Fitness,6909,729,164,4834
2015-07-09,Travel,9581,233,168,8286
2015-07-09,Culture,9555,347,187,8421
2015-07-09,Family,2759,36,13,2168
2015-07-09,Culture,6410,784,196,9057
2015-07-09,Culture,1689,326,44,681
2015-07-09,Travel,874,386,182,6218
2015-07-09,Family,1398,661,120,5475
2015-07-09,Food,6014,831,32,8238
2015-07-09,Music,7219,595,182,8254
2015-07-09,Music,5474,767,171,2864
2015-07-09,Health,9816,161,60,6295
2015-07-09,Food,2087,510,76,46
2015-07-09,Fashion,7012,343,196,492
2015-07-09,Culture,5364,892,186,3232
2015-07-09,Health,4626,252,171,5333
2015-07-09,Music,2087,614,181,4516
2015-07-09,Music,1484,486,182,5742
2015-07-09,Travel,6414,369,28,1597
2015-07-10,Family,6986,303,50,106
2015-07-10,Culture,6612,482,44,230
2015-07-10,Health,3052,522,49,8189
2015-07-10,Music,7006,705,181,1219
2015-07-10,Music,2088,193,188,6806
2015-07-10,Family,4950,465,172,1444
2015-07-10,Food,4570,595,40,3906
2015-07-10,Fitness,9224,448,4,7081
2015-07-10,Music,5483,823,133,9932
2015-07-10,Travel,7319,687,110,2090
2015-07-10,Travel,8212,41,54,3454
2015-07-10,Culture,3847,804,0,3300
2015-07-10,Culture,525,322,22,9800
2015-07-10,Family,1654,286,108,8410
2015-07-10,Family,7582,217,94,8333
2015-07-10,Family,7497,351,95,5493
2015-07-10,Health,7937,307,120,8036
2015-07-10,Fitness,8805,313,15,1147
2015-07-10,Travel,8875,373,147,5688
2015-07-10,Culture,8405,524,152,4431
2015-07-10,Culture,7095,368,74,1001
2015-07-10,Food,1888,407,96,7541
2015-07-10,Fashion,1957,605,184,9466
2015-07-10,Family,1687,822,25,6317
2015-07-10,Music,8216,955,94,5144
2015-07-10,Fitness,367,452,168,7617
2015-07-10,Travel,9053,146,147,4925
2015-07-10,Fitness,232,572,145,4915
2015-07-11,Food,353,278,54,5285
2015-07-11,Music,4176,216,92,8622
2015-07-11,Culture,7684,556,48,1084
2015-07-11,Music,2529,109,36,1611
2015-07-11,Fitness,9125,887,41,5843
2015-07-11,Travel,1642,365,105,6429
2015-07-11,Food,898,869,168,3312
2015-07-11,Food,9880,31,157,8871
2015-07-11,Travel,1232,295,199,121
2015-07-11,Music,1528,659,156,7886
2015-07-11,Culture,7102,626,170,6787
2015-07-11,Family,7245,203,117,9913
2015-07-11,Fitness,6423,38,45,4941
2015-07-11,Culture,122,798,180,8061
2015-07-11,Culture,1476,325,69,897
2015-07-11,Culture,449,135,142,8611
2015-07-11,Family,2479,339,176,7284
2015-07-11,Fashion,5210,554,14,817
2015-07-11,Fashion,8765,711,174,1991
2015-07-11,Health,3553,87,135,7071
2015-07-11,Fashion,7934,385,96,2925
2015-07-11,Travel,1812,619,3,2820
2015-07-11,Fitness,4799,793,43,3333
2015-07-11,Fashion,6539,193,59,8881
2015-07-11,Culture,9350,544,119,6160
2015-07-11,Travel,8223,354,165,9705
2015-07-11,Travel,8216,687,167,615
2015-07-12,Culture,1267,542,52,6113
2015-07-12,Family,3203,218,89,399
2015-07-12,Music,5315,214,153,6409
2015-07-12,Culture,8189,862,129,7886
2015-07-12,Family,8131,979,118,104
2015-07-12,Music,6820,64,7,7886
2015-07-12,Fitness,5862,164,199,1813
2015-07-12,Culture,8788,579,174,6732
2015-07-12,Food,2006,435,79,8786
2015-07-12,Fitness,9922,139,95,7492
2015-07-12,Travel,7093,457,140,5258
2015-07-12,Fashion,6225,670,54,7876
2015-07-12,Health,4630,865,2,5226
2015-07-12,Music,6383,431,162,1388
2015-07-12,Family,2128,732,138,2038
2015-07-12,Culture,4136,770,79,9713
2015-07-12,Fitness,4529,705,41,2542
2015-07-12,Food,912,566,41,4247
2015-07-12,Health,1881,576,132,1244
2015-07-12,Health,7931,406,110,7015
2015-07-12,Food,2998,545,75,2433
2015-07-12,Food,2010,739,4,9796
2015-07-12,Music,8949,581,60,6513
2015-07-12,Travel,2405,215,125,7603
2015-07-12,Fitness,5156,122,173,1767
2015-07-12,Food,3446,61,135,8143
2015-07-12,Travel,9442,517,18,1637
2015-07-12,Fitness,4681,445,68,6370
2015-07-13,Family,7670,769,191,3339
2015-07-13,Fashion,5170,449,188,4668
2015-07-13,Culture,158,934,21,9101
2015-07-13,Music,6081,835,87,1205
2015-07-13,Fitness,7188,945,83,1270
2015-07-13,Fitness,9832,820,192,1827
2015-07-13,Food,5698,440,74,9393
2015-07-13,Travel,7416,363,61,672
2015-07-13,Fitness,4555,725,77,8199
2015-07-13,Travel,7985,818,199,1301
2015-07-13,Fashion,3470,50,85,3648
2015-07-13,Music,2311,548,49,5393
2015-07-13,Fitness,2364,765,40,9658
2015-07-13,Food,745,661,87,3570
2015-07-13,Health,3133,543,10,5247
2015-07-13,Family,2988,44,30,3134
2015-07-13,Culture,9942,88,14,3217
2015-07-13,Travel,596,165,141,3450
2015-07-13,Travel,4807,14,115,7864
2015-07-13,Culture,3694,349,161,4878
2015-07-13,Health,7097,43,82,4019
2015-07-13,Health,5373,335,27,2275
2015-07-13,Food,3330,777,36,3008
2015-07-13,Fashion,5145,447,13,38
2015-07-13,Family,1176,332,0,2553
2015-07-13,Culture,6392,127,54,7881
2015-07-13,Travel,9597,871,118,1001
2015-07-14,Travel,9794,252,27,369
2015-07-14,Music,1791,304,150,6137
2015-07-14,Culture,7933,958,104,4550
2015-07-14,Culture,9260,723,130,3613
2015-07-14,Fitness,8399,129,140,6783
2015-07-14,Music,3586,414,3,8466
2015-07-14,Family,5930,520,70,8481
2015-07-14,Fashion,5999,844,180,8546
2015-07-14,Fashion,7418,409,117,8279
2015-07-14,Culture,9781,796,15,52
2015-07-14,Family,5894,525,11,7977
2015-07-14,Health,9571,662,51,1868
2015-07-14,Culture,5986,265,96,3268
2015-07-14,Fitness,6805,692,12,8790
2015-07-14,Food,1433,186,16,1582
2015-07-14,Culture,6297,879,7,8483
2015-07-14,Family,5730,729,73,8458
2015-07-14,Health,7684,786,167,9079
2015-07-14,Family,5886,97,66,5309
2015-07-14,Music,8868,361,118,1082
2015-07-14,Health,8505,256,24,6229
2015-07-14,Health,7882,763,163,2103
2015-07-14,Fitness,4722,522,14,7655
2015-07-14,Travel,7951,450,183,6087
2015-07-14,Travel,413,439,92,8459
2015-07-14,Fitness,9524,709,71,5088
2015-07-14,Fitness,8476,79,16,1053
2015-07-15,Fitness,9516,94,181,8430
2015-07-15,Culture,3997,763,191,8704
2015-07-15,Food,5541,444,23,7947
2015-07-15,Fashion,1678,80,195,1379
2015-07-15,Fitness,4965,689,183,1475
2015-07-15,Fitness,2664,453,118,7286
2015-07-15,Health,4374,145,150,4549
2015-07-15,Health,7981,391,34,4801
2015-07-15,Fashion,5397,77,19,3849
2015-07-15,Culture,3263,686,104,5666
2015-07-15,Fitness,1656,487,89,5159
2015-07-15,Music,3776,91,51,8710
2015-07-15,Music,2426,598,136,1460
2015-07-15,Fashion,6615,166,139,5091
2015-07-15,Health,7868,180,103,3016
2015-07-15,Travel,8909,380,29,8038
2015-07-15,Travel,8002,811,29,8197
2015-07-15,Health,3048,937,186,6653
2015-07-15,Fitness,9308,253,140,2171
2015-07-15,Health,1067,199,59,8958
2015-07-15,Food,5059,984,25,6473
2015-07-15,Music,1369,655,90,8805
2015-07-15,Fitness,1775,619,121,7407
2015-07-15,Family,3668,132,41,6422
2015-07-15,Culture,5251,591,121,8168
2015-07-15,Music,9051,391,141,958
2015-07-15,Music,508,279,28,7642
2015-07-15,Health,5517,627,35,1732
2015-07-16,Food,1481,324,184,2459
2015-07-16,Health,1754,42,58,8131
2015-07-16,Culture,2295,486,27,457
2015-07-16,Food,8207,205,47,2682
2015-07-16,Health,945,43,53,4237
2015-07-16,Fitness,6202,280,68,482
2015-07-16,Food,1099,612,135,8550
2015-07-16,Health,5441,901,110,1865
2015-07-16,Fashion,3730,997,173,9348
2015-07-16,Fitness,659,393,170,5280
2015-07-16,Culture,9586,551,32,5336
2015-07-16,Fashion,1394,622,16,6519
2015-07-16,Fitness,1442,698,127,2821
2015-07-16,Food,4384,14,190,6631
2015-07-16,Family,5767,116,43,9017
2015-07-16,Culture,1677,536,195,6140
2015-07-16,Food,2054,974,151,266
2015-07-16,Health,3717,128,101,9969
2015-07-16,Music,6330,62,107,9302
2015-07-16,Food,1643,823,55,2538
2015-07-16,Culture,9926,59,5,9584
2015-07-16,Health,6224,431,65,2200
2015-07-16,Fashion,9936,428,89,1907
2015-07-16,Culture,8115,583,75,7882
2015-07-16,Fashion,8432,732,59,955
2015-07-16,Family,2307,190,193,9750
2015-07-16,Health,7722,27,130,1677
2015-07-17,Music,5615,86,187,3275
2015-07-17,Fashion,6081,581,15,7335
2015-07-17,Health,2512,866,168,6341
2015-07-17,Food,5243,993,89,5802
2015-07-17,Fitness,645,117,7,5771
2015-07-17,Family,4581,891,72,4171
2015-07-17,Fashion,8628,635,59,8401
2015-07-17,Music,3581,571,143,5696
2015-07-17,Fashion,5838,626,174,8331
2015-07-17,Travel,6118,191,94,5394
2015-07-17,Food,9772,932,125,3599
2015-07-17,Travel,5509,784,151,3774
2015-07-17,Family,2254,453,30,9161
2015-07-17,Food,3212,19,55,176
2015-07-17,Fashion,6416,881,151,8087
2015-07-17,Family,7680,776,69,7227
2015-07-17,Fitness,2826,770,126,4464
2015-07-17,Travel,1185,363,163,1304
2015-07-17,Travel,4976,737,198,114
2015-07-17,Food,9407,628,67,2545
2015-07-17,Fashion,7782,785,85,4750
2015-07-17,Family,1761,65,95,9890
2015-07-17,Food,7470,479,9,5854
2015-07-17,Health,2215,635,171,4935
2015-07-17,Family,690,149,105,8153
2015-07-17,Fashion,7598,291,190,3050
2015-07-17,Fitness,7408,103,49,7579
2015-07-18,Fitness,7183,129,71,8574
2015-07-18,Family,6483,814,180,6804
2015-07-18,Fitness,9708,427,25,8818
2015-07-18,Food,9744,911,68,9672
2015-07-18,Food,5129,714,21,6036
2015-07-18,Music,9448,808,51,8335
2015-07-18,Fashion,2611,534,191,8624
2015-07-18,Family,8864,591,127,3508
2015-07-18,Fitness,233,431,81,3047
2015-07-18,Music,9102,963,10,9016
2015-07-18,Music,5550,360,191,1291
2015-07-18,Fitness,3792,670,62,3642
2015-07-18,Travel,2503,774,14,6206
2015-07-18,Health,7884,610,61,3387
2015-07-18,Music,7411,194,87,1870
2015-07-18,Fitness,1032,290,59,6935
2015-07-18,Culture,31,278,48,3335
2015-07-18,Fitness,8340,836,74,1309
2015-07-18,Music,3096,915,123,8693
2015-07-18,Travel,6683,983,141,2057
2015-07-18,Food,6248,497,129,7318
2015-07-18,Food,876,25,155,900
2015-07-18,Fitness,6241,394,112,4108
2015-07-18,Music,3655,527,86,4115
2015-07-18,Fashion,6481,8,40,9142
2015-07-18,Fashion,9310,43,42,3363
2015-07-18,Fashion,9725,567,91,7598
2015-07-18,Health,3865,997,49,1244
2015-07-19,Travel,6042,740,9,1862
2015-07-19,Culture,5886,204,167,650
2015-07-19,Fashion,5933,547,160,1209
2015-07-19,Health,8438,395,136,8708
2015-07-19,Family,6151,101,175,7308
2015-07-19,Music,5867,686,65,5919
2015-07-19,Family,3257,327,13,1653
2015-07-19,Family,9869,705,75,1059
2015-07-19,Family,4016,580,51,7467
2015-07-19,Family,947,448,187,1681
2015-07-19,Health,274,414,72,3400
2015-07-19,Travel,7546,51,64,7861
2015-07-19,Travel,9860,752,131,7313
2015-07-19,Health,657,244,144,1164
2015-07-19,Fitness,4236,567,147,9053
2015-07-19,Fashion,6302,907,23,3151
2015-07-19,Travel,1486,808,174,297
2015-07-19,Fashion,9769,591,99,7605
2015-07-19,Food,5525,385,85,1483
2015-07-19,Travel,5264,797,13,8435
2015-07-19,Family,7604,865,95,8153
2015-07-19,Culture,5939,817,68,4926
2015-07-19,Food,4010,33,177,6455
2015-07-19,Health,4676,50,33,6621
2015-07-19,Travel,3960,176,198,8787
2015-07-19,Fitness,9204,749,117,2511
2015-07-19,Fitness,6999,831,137,9324
2015-07-20,Music,7572,528,160,3957
2015-07-20,Health,8950,515,81,6566
2015-07-20,Music,7480,763,152,5749
2015-07-20,Fashion,7831,305,159,3740
2015-07-20,Music,2530,195,93,1056
2015-07-20,Music,7040,29,5,4160
2015-07-20,Travel,1161,504,79,7561
2015-07-20,Music,631,151,151,4971
2015-07-20,Culture,4953,992,7,7385
2015-07-20,Culture,4157,326,170,1608
2015-07-20,Food,4029,28,29,9822
2015-07-20,Health,7394,851,194,7101
2015-07-20,Family,9310,525,30,5403
2015-07-20,Family,1924,625,45,6062
2015-07-20,Fitness,7946,457,135,3164
2015-07-20,Music,3907,123,193,2747
2015-07-20,Fashion,1877,146,153,4999
2015-07-20,Health,1577,544,60,12
2015-07-20,Music,2020,606,62,5522
2015-07-20,Food,6255,892,8,9840
2015-07-20,Music,3607,91,3,4646
2015-07-20,Culture,2406,455,30,3635
2015-07-20,Culture,3524,626,90,2628
2015-07-20,Music,5100,783,115,2028
2015-07-20,Fitness,655,826,96,5396
2015-07-20,Health,238,102,35,1075
2015-07-20,Health,1172,225,93,925
2015-07-20,Music,2191,824,2,1711
2015-07-21,Family,2407,220,42,7196
2015-07-21,Health,7291,884,32,2523
2015-07-21,Health,9467,957,24,656
2015-07-21,Culture,4581,754,25,1435
2015-07-21,Travel,8670,81,126,2394
2015-07-21,Fitness,8872,230,113,502
2015-07-21,Food,1507,848,50,8322
2015-07-21,Culture,7127,884,31,177
2015-07-21,Family,8240,250,179,9883
2015-07-21,Health,6451,801,189,1656
2015-07-21,Fashion,4783,733,78,5475
2015-07-21,Fashion,2395,848,140,9046
2015-07-21,Fashion,4241,977,118,2893
2015-07-21,Travel,1644,462,177,102
2015-07-21,Family,8222,621,87,6684
2015-07-21,Food,9713,264,95,1368
2015-07-21,Culture,8816,273,193,7363
2015-07-21,Health,1718,471,95,720
2015-07-21,Fitness,4894,979,192,1728
2015-07-21,Fashion,1197,130,47,3033
2015-07-21,Family,8784,167,101,5702
2015-07-21,Music,5836,83,162,6680
2015-07-21,Family,4568,316,131,7168
2015-07-21,Travel,3654,989,175,6152
2015-07-21,Culture,7244,503,123,7506
2015-07-21,Travel,8706,919,142,618
2015-07-21,Travel,8987,937,85,8649
2015-07-22,Food,8854,16,58,9483
2015-07-22,Fashion,8403,341,2,8398
2015-07-22,Culture,4690,471,90,8398
2015-07-22,Family,3123,751,76,2814
2015-07-22,Family,6573,500,81,2697
2015-07-22,Fashion,6951,139,60,5728
2015-07-22,Music,4878,728,72,4355
2015-07-22,Travel,9625,189,96,8278
2015-07-22,Family,1680,313,103,5432
2015-07-22,Food,5676,938,106,470
2015-07-22,Music,4506,871,37,3769
2015-07-22,Family,8626,373,113,7640
2015-07-22,Travel,5498,925,86,8754
2015-07-22,Music,8965,709,182,9926
2015-07-22,Family,5874,524,53,1768
2015-07-22,Music,6334,167,13,6563
2015-07-22,Fashion,5868,439,23,6017
2015-07-22,Music,2486,368,190,8212
2015-07-22,Travel,4055,255,141,1565
2015-07-22,Music,1075,369,136,8122
2015-07-22,Health,5673,180,183,1010
2015-07-22,Health,5098,705,65,9775
2015-07-22,Fashion,9835,198,160,3683
2015-07-22,Fashion,670,457,121,5201
2015-07-22,Culture,9762,295,9,6184
2015-07-22,Music,594,446,193,1128
2015-07-22,Travel,7393,557,85,8524
2015-07-23,Health,2192,766,47,9016
2015-07-23,Music,2885,415,181,5544
2015-07-23,Fashion,3132,117,132,7296
2015-07-23,Music,1897,976,83,2576
2015-07-23,Fashion,4767,709,137,52
2015-07-23,Culture,5509,564,173,5359
2015-07-23,Health,9119,686,122,7296
2015-07-23,Culture,1275,297,33,5456
2015-07-23,Family,1175,362,172,7501
2015-07-23,Fashion,7129,749,82,30
2015-07-23,Health,20,210,24,1486
2015-07-23,Culture,3193,340,28,6438
2015-07-23,Travel,3823,72,58,6726
2015-07-23,Family,3972,240,23,2979
2015-07-23,Food,3148,575,117,8991
2015-07-23,Music,7871,655,84,3710
2015-07-23,Family,3550,794,22,8048
2015-07-23,Music,297,675,170,5512
2015-07-23,Fashion,7783,116,188,5438
2015-07-23,Music,9909,17,168,2880
2015-07-23,Travel,9450,561,3,1661
2015-07-23,Fitness,2819,83,74,6249
2015-07-23,Travel,2484,858,196,699
2015-07-23,Music,3344,65,159,2741
2015-07-23,Food,8451,115,170,815
2015-07-23,Travel,7444,8,195,6835
2015-07-23,Health,3914,208,65,8257
2015-07-23,Fitness,1443,926,53,9232
2015-07-24,Travel,8969,969,100,3454
2015-07-24,Culture,2858,596,90,6872
2015-07-24,Health,844,478,172,6390
2015-07-24,Family,5126,970,136,5923
2015-07-24,Health,1494,620,168,3441
2015-07-24,Travel,3824,294,24,7050
2015-07-24,Culture,9410,187,154,6698
2015-07-24,Music,2219,281,21,1293
2015-07-24,Music,1160,58,159,6703
2015-07-24,Culture,7793,315,165,5740
2015-07-24,Health,5144,445,41,2957
2015-07-24,Food,451,964,147,5498
2015-07-24,Health,6231,574,119,4531
2015-07-24,Travel,3911,932,30,7721
2015-07-24,Health,4091,696,71,4780
2015-07-24,Fitness,2281,978,103,6186
2015-07-24,Food,6034,124,74,7492
2015-07-24,Fashion,697,244,108,4494
2015-07-24,Music,7666,510,133,4403
2015-07-24,Culture,3827,572,148,1811
2015-07-24,Food,6478,693,191,3436
2015-07-24,Health,3437,996,86,6566
2015-07-24,Culture,5943,181,46,6865
2015-07-24,Music,2032,666,38,407
2015-07-24,Fashion,9017,884,97,8010
2015-07-24,Travel,4889,320,13,6894
2015-07-24,Family,1545,239,134,3838
2015-07-25,Food,9495,956,152,7765
2015-07-25,Health,2004,253,115,9590
2015-07-25,Culture,4644,82,53,9124
2015-07-25,Health,7635,634,52,3571
2015-07-25,Food,2612,171,34,3045
2015-07-25,Travel,2481,10,56,2923
2015-07-25,Health,4556,833,199,4066
2015-07-25,Food,6275,495,117,3719
2015-07-25,Food,5168,734,97,1383
2015-07-25,Health,3305,382,75,2079
2015-07-25,Culture,1868,615,45,815
2015-07-25,Health,1081,70,173,4043
2015-07-25,Fashion,1268,428,102,7650
2015-07-25,Family,6422,92,126,4106
2015-07-25,Family,3151,485,29,159
2015-07-25,Health,3020,318,133,3187
2015-07-25,Travel,3717,223,81,3113
2015-07-25,Fitness,9694,358,177,2594
2015-07-25,Food,43,320,175,4922
2015-07-25,Food,1297,137,24,6450
2015-07-25,Fitness,4972,956,133,2859
2015-07-25,Culture,7679,344,181,2357
2015-07-25,Family,710,441,178,3297
2015-07-25,Fitness,6124,773,23,244
2015-07-25,Health,4198,430,197,5199
2015-07-25,Travel,2445,575,72,9031
2015-07-25,Food,1874,978,173,4790
2015-07-25,Health,7018,660,183,4720
2015-07-26,Culture,1764,468,75,2293
2015-07-26,Travel,5544,731,49,5433
2015-07-26,Food,2921,141,182,2242
2015-07-26,Music,2298,906,32,1551
2015-07-26,Culture,7602,530,141,1199
2015-07-26,Travel,3251,385,43,7968
2015-07-26,Family,6162,575,137,3623
2015-07-26,Food,223,360,2,9197
2015-07-26,Health,995,533,23,5978
2015-07-26,Food,511,158,115,7951
2015-07-26,Fitness,6956,444,164,3618
2015-07-26,Culture,5304,56,122,7024
2015-07-26,Fashion,7889,605,104,2464
2015-07-26,Culture,8552,998,43,8580
2015-07-26,Travel,6736,79,7,2497
2015-07-26,Health,9063,529,136,4257
2015-07-26,Music,6094,155,116,6310
2015-07-26,Travel,5807,748,190,5580
2015-07-26,Food,5569,283,10,554
2015-07-26,Music,6378,429,41,8899
2015-07-26,Fashion,8137,493,123,6947
2015-07-26,Food,3976,304,55,6060
2015-07-26,Food,167,872,32,4031
2015-07-26,Food,5350,690,48,611
2015-07-26,Family,6600,528,146,3069
2015-07-26,Travel,4703,473,140,8922
2015-07-26,Music,3405,311,146,4653
2015-07-27,Fashion,7978,17,150,2739
2015-07-27,Fitness,4416,890,168,6413
2015-07-27,Family,9908,429,79,9597
2015-07-27,Fashion,1503,400,49,673
2015-07-27,Music,7952,124,162,2824
2015-07-27,Music,576,547,20,9161
2015-07-27,Food,6849,614,14,7231
2015-07-27,Food,6190,313,83,1473
2015-07-27,Family,1219,360,12,8511
2015-07-27,Fitness,4552,246,114,4178
2015-07-27,Music,939,382,41,6597
2015-07-27,Travel,8360,343,4,7157
2015-07-27,Fashion,6890,351,129,4389
2015-07-27,Travel,2466,278,99,7628
2015-07-27,Health,8275,428,49,3969
2015-07-27,Music,8791,115,132,2369
2015-07-27,Music,4254,334,113,1430
2015-07-27,Fashion,6171,277,35,1558
2015-07-27,Culture,1457,107,130,3837
2015-07-27,Culture,4844,299,181,5297
2015-07-27,Music,6808,22,94,5720
2015-07-27,Fitness,2703,229,116,4078
2015-07-27,Health,148,708,141,2472
2015-07-27,Fitness,180,395,186,9041
2015-07-27,Health,1734,373,116,82
2015-07-27,Food,8675,25,61,2040
2015-07-27,Health,9431,813,36,9098
2015-07-28,Fitness,5134,211,144,6871
2015-07-28,Music,1948,364,81,6211
2015-07-28,Travel,4044,540,57,9932
2015-07-28,Travel,1936,844,75,5994
2015-07-28,Fitness,8180,899,140,1678
2015-07-28,Health,1624,135,157,2799
2015-07-28,Fashion,2260,177,32,8495
2015-07-28,Travel,931,990,110,4884
2015-07-28,Fitness,8170,309,154,3420
2015-07-28,Fashion,1760,68,68,8778
2015-07-28,Travel,1166,413,66,8766
2015-07-28,Family,6513,201,67,7231
2015-07-28,Fashion,2653,356,116,8612
2015-07-28,Health,1066,582,53,2097
2015-07-28,Culture,4339,75,170,7683
2015-07-28,Culture,7363,517,52,8960
2015-07-28,Music,1763,909,153,845
2015-07-28,Travel,559,816,157,9186
2015-07-28,Travel,7423,783,128,3111
2015-07-28,Music,1673,775,199,3310
2015-07-28,Food,6745,193,112,615
2015-07-28,Health,1646,773,132,8935
2015-07-28,Family,2282,406,108,613
2015-07-28,Family,3997,359,34,851
2015-07-28,Food,4716,189,91,5789
2015-07-28,Health,1934,922,149,3269
2015-07-28,Health,2543,488,97,6210
2015-07-28,Family,9578,593,184,7487
2015-07-29,Fashion,9820,31,29,4755
2015-07-29,Travel,3892,411,0,1352
2015-07-29,Travel,3186,790,180,2545
2015-07-29,Culture,8666,760,116,8524
2015-07-29,Fitness,3897,8,178,1973
2015-07-29,Travel,2226,966,138,4744
2015-07-29,Food,9062,177,113,5524
2015-07-29,Travel,5684,409,78,2350
2015-07-29,Travel,4050,413,125,2431
2015-07-29,Fitness,8464,882,59,1799
2015-07-29,Travel,4256,444,77,2664
2015-07-29,Fashion,9863,596,42,7284
2015-07-29,Health,6910,891,19,8168
2015-07-29,Family,5927,651,113,3640
2015-07-29,Family,1045,580,148,6651
2015-07-29,Family,2654,134,61,5137
2015-07-29,Family,5561,431,61,8209
2015-07-29,Health,5860,89,11,4397
2015-07-29,Fashion,8936,813,38,924
2015-07-29,Fitness,7507,988,185,3821
2015-07-29,Fitness,661,737,50,8374
2015-07-29,Family,653,300,154,3551
2015-07-29,Food,5702,748,35,1519
2015-07-29,Fitness,572,527,198,2530
2015-07-29,Family,5666,708,72,1505
2015-07-29,Family,8252,323,97,7381
2015-07-29,Travel,4622,858,97,1538
2015-07-30,Travel,3015,733,10,8277
2015-07-30,Fashion,470,704,130,134
2015-07-30,Food,7840,791,198,5358
2015-07-30,Health,9954,929,149,6447
2015-07-30,Culture,8258,399,7,9582
2015-07-30,Fitness,9799,965,158,1845
2015-07-30,Food,9868,985,149,1947
2015-07-30,Fitness,3266,225,155,8927
2015-07-30,Music,8507,484,143,9430
2015-07-30,Fitness,7442,891,192,5882
2015-07-30,Food,9775,910,17,166
2015-07-30,Music,79,848,79,5822
2015-07-30,Fitness,7779,409,133,4400
2015-07-30,Music,3440,226,187,2328
2015-07-30,Fitness,5506,253,176,3440
2015-07-30,Music,1286,488,40,654
